	NR	Malgruppe	Alder	Region	Kjonnsidentitet	KID_egne_ord	Cis	Spesifiser_Cis	Pronomener	Intersex	Seksuell_orientering_1	Seksuell_orientering_2	Seksuell_orientering_3	Seksuell_orientering_4	Seksuell_orientering_5	Seksuell_orientering_6	Seksuell_orientering_7	Seksuell_orientering_8	SO_egne_ord	Annen_RO	RO_1	RO_2	RO_3	RO_4	RO_5	RO_6	RO_7	RO_8	RO_egne_ord	Synlig_Skeiv_1	Synlig_Skeiv_2	Synlig_Skeiv_3	Synlig_Skeiv_4	Synlig_Skeiv_5	Skeiv_ID	Marginalisert_ident	Spesifiser_marg_ident	Sist_besok	Hyppighet	Urban	Deichman	Valgt_andre_bib	UV	UBU	Andre_temaer	Arr	utlan	bla_i	datamaskin	still_spm	utrygt	m_med_respekt	feilkjonnet	antatt_orientering	Interaksjon_bibansatt_1	Interaksjon_bibansatt_2	Interaksjon_bibansatt_3	Interaksjon_bibansatt_4	Interaksjon_brukere_1	Interaksjon_brukere_2	Interaksjon_brukere_3	Interaksjon_brukere_4	Utvalg_KID	Utvalg_Orientering	Utvalg_Intersex	Utvalg_lykkelig	Utvalg_fag	Aldri_tenkt	Utrygt_stille_spm	Rep_matters_B	Bib_pleier_ha	Alltid_velkommen	Trygge_rom_gen_B	Ingen_rolle	Ingenting_tilby	Bibs_ansvar	Minoritetsstress_ansatte	Minoritetsstress_brukere	Lhbtiq_vennlig	Rom_for_forbedring	Andre_brukere	Helt_meg_selv	Ikke_velkommen	Ingen_rolle_IB	Trygge_rom_pers_IB	Trygge_rom_gen_IB	Godt_utvalg	Skeiv_medieforbruk_pos	Skeiv_medieforbruk_neg	Rep_matters_IB	Mer_skj_item	Mer_skj_skaper	Mer_skj_mangfold	Mer_faglitt	Mer_BU	Bedre_gjenfinning	Info	Kompetanseheving	Apne_ansatte	Tredje_KI	Selvbestemt_KID	Endre_KID	Toaletter	Pronomen_bruk	Nulltoleranse	Skilting	Behov_kompetanseheving	Overall_tilfredshet	Svartid
287	12554943	Y	45-60	O	M	Mann	Y		Han	N				LG	Q				Homse	N											S				0.0	N		6 år siden eller mer																																													-2.0	2.0	0.0	2.0	0.0	2.0	-2.0	1.0	-1	-1	1	1	1	-2	-1	1	1	-2	0	0	-2	-1	2	1			9 minutter 20 sekunder
288	12555004	Y	16-29	T	K		Y		hun/henne	N				LG						N											S	I			2.0	N		Mindre enn 3 måneder siden	3-5 ganger	Y	N	Y	-2.0	-2.0	0.0	-1.0	0.0	0.0	-2.0	-1.0	-2.0	2.0	N	U			U		Y_Pos				2.0	0.0		-1.0	1.0	-2.0	0.0	2.0	-1.0	2.0	2.0	2.0	-2.0	2.0	-1.0	0.0	1.0	1.0		2.0									2	2	2	1	2	1	1	1	0	2	2	2	2	0	2	0	6.0	3.0	1 time 1 minutt 59 sekunder
289	12555369	Y	16-29	O	K		Y		Hun/henne	N			Bi		Q				Skeiv	N														U	0.0	Y		1-3 år siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	0.0	-2.0	-2.0	-2.0	-2.0	-1.0	2.0	N	N				N				N		-2.0		-2.0	-2.0	-1.0	0.0	2.0	-1.0	0.0	0.0	1.0	-1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	4.0	15 minutter 59 sekunder
290	12555992	Y	30-44	V	K	Kvinne	N		Hun/henne	N			Bi	LG					Bifil, men lever lesbisk	N											S				1.0	N		6 år siden eller mer																																													-2.0	2.0	2.0	0.0	1.0	2.0	-2.0	2.0	1	2	2	2	2	2	1	1	0	1	1	2	0	0	2	2			5 minutter 32 sekunder
291	12556210	Y	45-60	O	M		Y		han	N				LG						N										Y					2.0	Y		Mindre enn 3 måneder siden	20-39 ganger		Y	N	1.0	0.0	0.0	0.0	1.0	1.0	-1.0	0.0	-1.0	2.0	N	N				N				N	-1.0	-1.0	0.0	1.0	-1.0	-2.0	1.0	-1.0	1.0	2.0	2.0	2.0	-2.0	2.0	1.0	1.0	2.0	0.0	1.0	2.0									1	1	1	2	1	2	2	1	2	0	1	1	1	-1	2	1	2.0	3.0	22 minutter 36 sekunder
292	12556214	Y	30-44	O	M	Mann	Y		Han/ham	N				LG	Q				Homse	N										Y					2.0	U	Både sigøyner- og romanibakgrunn	Mindre enn 3 måneder siden	6-9 ganger		Y	N	0.0	0.0	-2.0	-1.0	0.0	0.0	-1.0	-1.0	-2.0	1.0	N	U			U					N	2.0	-1.0		-1.0	0.0	-1.0	-2.0	2.0	-1.0	2.0	2.0	2.0	-2.0	0.0	-2.0	-2.0	2.0	0.0	0.0	2.0									2	1	1	2	2	1	1	1	1	0	0	0	0	-2	2	1	5.0	3.0	14 minutter 57 sekunder
293	12556281	Y	16-29	V	K		Y		Hun/henne	N				LG						N												I			1.0	N		1-3 år siden	10-19 ganger		Y	Y	-2.0	-2.0	0.0	-2.0	0.0	1.0	-1.0	-2.0	-2.0	2.0	N	N			U					N	2.0	-2.0	0.0	-2.0	0.0	0.0	2.0	2.0	-1.0	2.0	0.0	-2.0	-1.0	2.0	-1.0	0.0	2.0	1.0	1.0	0.0									2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	5.0	3.0	35 minutter 4 sekunder
294	12556556	Y	45-60	O	M	homo	Y		han	N				LG	Q				homo	N											S				2.0	N		6 år siden eller mer																																													-2.0		-2.0	0.0	1.0	0.0	0.0	-1.0	1	0	1	1	1	0	1	1	0	-1	-2	-2	-2	-2	2	-2			8 minutter 13 sekunder
295	12557108	Y	16-29	O	K		Y		Hun/henne	N			Bi		Q				Bifil/skeiv	N												I			0.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	0.0	1.0	0.0	0.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	1.0		1.0	0.0	-2.0	0.0	2.0	0.0	1.0	1.0	1.0	-2.0	2.0	-2.0	1.0	1.0	0.0	1.0	1.0									1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	5.0	6.0	29 minutter 48 sekunder
296	12557173	Y	16-29	V	K		Y		Hun/henne	N			Bi		Q				Panfil/bifil	N												I	N		1.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	Y	-1.0	1.0	-2.0	1.0	0.0	1.0	-2.0	-1.0	-2.0	1.0	N	U				N				N	2.0	-2.0		-2.0	-2.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	-2.0	1.0	1.0	-1.0	1.0	0.0	2.0	2.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	6.0	5.0	1 time 40 minutter 44 sekunder
297	12557284	Y	16-29	N	M		N		Han	N	Ace									Y				LG						Y					2.0	Y		Mindre enn 3 måneder siden	20-39 ganger		Y	N	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	Y	Y			U					N	-2.0	-2.0		-2.0	-2.0	0.0	1.0	-1.0	-2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	-1.0									2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	7.0	5.0	23 minutter 39 sekunder
298	12557964	Y	30-44	O	SU		SU		Hun	N				LG	Q				Skeiv	N											S	I		U	1.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	Y	0.0	-1.0	-2.0	-1.0	0.0	1.0	-2.0	-1.0	-1.0	1.0	N	Y			U				U		-1.0	1.0		0.0	1.0	-2.0		2.0	-1.0	1.0	1.0	-1.0	-2.0	2.0	1.0	1.0	1.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	4.0	15 minutter 47 sekunder
299	12558231	Y	30-44	O	K		Y		Hun/henne	N			Bi						Bi	N											S	I			1.0	N		6 år siden eller mer																																													-1.0	2.0	-1.0	0.0	1.0	1.0	-1.0	1.0	0	0	0	0	0	0	1	2	1	2	2	2	2	0	2	1			8 minutter 55 sekunder
300	12558354	Y	30-44	O	IB		N		Hin og de/dem	N	Ace				Q				Ace og skeiv, eller til nød bi/pan. Spørs på kontekst.	Y	Aro		Bi		Q	Fluid					S				-2.0	Y		3-11 måneder siden	3-5 ganger		Y	Y	-1.0	-1.0	1.0	-1.0	-1.0	2.0	2.0	-2.0	1.0	2.0	Y	U	Y_Pos		U				U		-2.0	-1.0		0.0	-1.0	-2.0	2.0	2.0	0.0	-1.0	1.0	-2.0	-2.0	2.0	1.0	1.0	2.0	1.0	0.0	-2.0									1	2	2	1	2	1	2	2	1	2	2	2	2	0	2	0	5.0	4.0	38 minutter 2 sekunder
301	12558452	Y	16-29	V	M		N		Han	N	Ace	Het								N											S				2.0	Y		1-3 år siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-2.0	1.0		0.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	1.0		-1.0	1.0	1.0	0.0	1.0	0.0									2	2	2	1	2	1	1	2	0	2	2	2	2	-1	2	1	4.0	4.0	15 minutter 8 sekunder
302	12558606	Y	45-60	O	K		Y		Hun	N				LG						N										Y					2.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	2.0	0.0	1.0	-1.0	1.0	0.0	-1.0	-1.0	-2.0	2.0	N	N				N				N	1.0	1.0		1.0	1.0	-2.0	-2.0	2.0	2.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	-2.0	0.0	2.0									1	2	1	2	2	2	1	0	0	0	0	0	-1	-2	1	-2	4.0	7.0	13 minutter 58 sekunder
303	12558687	Y	30-44	V	K	Kvinne	Y		Hun	N				LG					Skeiv	N													N		-2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	-1.0	0.0	-2.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N		2.0		0.0	-1.0	-1.0	1.0	2.0	2.0	2.0	1.0	1.0	-2.0	2.0	-2.0	-1.0	2.0	-2.0	-1.0	2.0									2	2	2	2	2	2	2	0	0	1	0	0	1	0	2	2	3.0	6.0	16 minutter 6 sekunder
304	12558700	Y	16-29	T	M		N		Han	N				LG					Homo	N												I			2.0	N		Mindre enn 3 måneder siden	6-9 ganger	Y	N	Y	-1.0	-1.0	0.0	-2.0	0.0	1.0	-2.0	-1.0	-2.0	2.0	N	N	Y_Pos							N	-2.0	1.0		1.0	-1.0	-2.0	1.0	2.0	-1.0	2.0	2.0	0.0	-2.0	0.0	-1.0	1.0	1.0	0.0	2.0	-1.0									2	2	2	1	2	2	1	1	2	1	0	1	1	-1	2	1	6.0	5.0	12 minutter 20 sekunder
305	12558748	Y	16-29	T	IB		N		Hen, de, hun	U			Bi						Panfil og polyromantisk	N											S				2.0	Y		Mindre enn 3 måneder siden	3-5 ganger	Y	N	N	-1.0	-2.0	0.0	-2.0	0.0	0.0	-1.0	-2.0	-1.0	1.0	Y	U				N			U		-2.0	-2.0		-1.0	-2.0	-1.0		2.0	-1.0	1.0	1.0	-1.0	-1.0	2.0	1.0	2.0	0.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	4.0	11 minutter
306	12558751	Y	16-29	O	K		Y		Hun/henne	N				LG	Q					N										Y					2.0	N		Mindre enn 3 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	1.0	-2.0	1.0	1.0	-1.0	-2.0	-2.0	2.0	N	N			U	N			U	N	2.0	1.0		-1.0	-1.0	-2.0	-2.0	2.0	1.0	2.0	2.0	0.0	-2.0	2.0	-2.0	-2.0	2.0	0.0	1.0	2.0									2	2	2	2	2	2	0	1	1	2	2	2	1	0	2	0	4.0	7.0	9 minutter 47 sekunder
307	12558789	Y	30-44	O	K		Y		Hun/henne	N					Q				Bi og skeiv. Noen ganger lesbisk, men lesbisk føles ikke helt dekkende	N												I			2.0	N		Mindre enn 3 måneder siden	20-39 ganger		Y	N	0.0	0.0	0.0	0.0	0.0	1.0	-2.0	-1.0	-2.0	2.0	N	N				N			U	N	2.0	2.0		2.0	1.0	-1.0	0.0	2.0	2.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	-1.0		2.0									2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	6.0	7.0	40 minutter
308	12558846	Y	16-29	V	K		Y		hun/henne	N					Q					N														U	-1.0	N		3-11 måneder siden	6-9 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	-1.0	2.0	N	N				N				N	2.0	1.0		0.0	-1.0	1.0	1.0	2.0	0.0	2.0	2.0	2.0	-2.0	1.0	-2.0	1.0	-1.0	0.0	1.0	1.0									2	2	2	2	2	1	1	1	1	2	2	1	2	1	2	1	6.0	3.0	16 minutter 23 sekunder
309	12558880	Y	16-29	O	IB		N		De/dem + hun/henne	U				LG	Q					N											S	I			2.0	U	Halvt arabisk	3-11 måneder siden	3-5 ganger	Y	N	Y	-2.0	-2.0	-2.0	-2.0	-1.0	2.0	-2.0	-2.0	-1.0	0.0	N	Y			U				U		-2.0	-1.0		-1.0	-1.0	-2.0	2.0	2.0	-1.0	0.0	0.0	0.0	-1.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	3.0	15 minutter 51 sekunder
310	12559118	Y	16-29	O	K		Y		Hun/henne	N			Bi	LG	Q					Y			Bi									I			0.0	N		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	1.0	N	U				N				N	2.0	1.0		1.0	0.0	2.0		2.0		2.0	2.0	1.0	-1.0	2.0	-2.0	-2.0	1.0			2.0									2	1	2	1	2	0	2	1	2	2	0	2	1	1	2	1	4.0	4.0	38 minutter 59 sekunder
311	12559279	Y	16-29	O	M		N		Han	N				LG						Y				LG						Y	S				2.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	Y	-2.0	-2.0	-2.0	-2.0	1.0	2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	1.0		1.0	-1.0	-2.0	1.0	2.0	0.0	2.0	2.0	2.0	-2.0	1.0	-1.0	1.0	2.0	0.0	2.0	2.0									2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	0	6.0	5.0	40 minutter 3 sekunder
312	12561739	Y	45-60	O	M	Homse	N		Han	N				LG	Q				Homse	N										Y	S	I			2.0	U		3-11 måneder siden	10-19 ganger	N	N	N	-1.0	-1.0	0.0	-1.0	-1.0	1.0	1.0	0.0	-1.0	0.0	N	U	Y_Pos	Y_Neg			Y_Pos	Y_Neg			-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	0.0	-1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	-1.0									1	1	1	1	2	1	1	2	0	2	1	1	0	2	2	1	6.0	3.0	1 time 11 minutter 20 sekunder
313	12562620	Y	30-44	T	K		Y		Hun, henne, Dïhte	N					Q				Skeiv	N											S				2.0	U	Feit, stolt, opplever mye fatfobia	3-11 måneder siden	10-19 ganger	Y	N	N	-1.0	-1.0	-1.0	-1.0	0.0	1.0	-2.0	-2.0	-1.0	1.0	N	Y	Y_Pos					Y_Neg				-1.0		-2.0	-1.0	0.0	-1.0	2.0	0.0	1.0	0.0	-1.0	-1.0	2.0	-1.0	-1.0	2.0	1.0	1.0	1.0									2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	5.0	4.0	26 minutter 24 sekunder
314	12562622	Y	16-29	O	M		N		Han/ham	N		Het								N													N		-1.0	N		1-3 år siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	-2.0	-2.0	-1.0	1.0	N	N				N				N	-2.0			-1.0	-1.0	-1.0	2.0	1.0	-1.0	0.0	1.0	1.0	-1.0	1.0	-1.0	2.0	0.0	1.0	2.0	-2.0									2	2	2	2	2	2	2	1	1	0	0	1	2	1	2	2	6.0	3.0	16 minutter 8 sekunder
315	12562643	Y	16-29	O	M		N		Han	Y	Ace									Y		Het						NONE	Roboromantisk/technoromantisk				N		-1.0	N		1-3 år siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N			U		2.0	-2.0	-1.0		-1.0	2.0		-1.0		-2.0	1.0	2.0		0.0	-2.0		1.0	0.0	1.0	2.0									0	0	1	0	-2	-2	-1	2	0	2	2	2	2	-1	1	-2	5.0	7.0	33 minutter 39 sekunder
316	12562660	Y	16-29	O	K		Y		Hun/henne	N	Ace		Bi			Fluid	SU		Panfil grå-aseksuell	Y	Aro					Fluid			Demiromantisk				N	U	-2.0	N		Mindre enn 3 måneder siden	20-39 ganger		Y	N	1.0	0.0	1.0	-1.0	0.0	0.0	-1.0	-2.0	-2.0	1.0	N	N				N				N		-2.0		1.0	-2.0	-1.0	-1.0	1.0	-1.0	2.0	1.0	1.0	-1.0	1.0	-2.0	-2.0	1.0	-1.0	2.0	1.0									2	2	2	2	2	1	2	1	1	2	1	2	2	1	2	1	5.0	3.0	49 minutter 42 sekunder
317	12562831	Y	16-29	O	IB	Ikke-binær	SU		De/dem, hen og hun/henne	N			Bi		Q				Panfil/bifil	N											S	I			1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	Y	1.0	-1.0	2.0	-2.0	1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-2.0	-2.0		0.0	-1.0	-1.0	-2.0	2.0	0.0	2.0	2.0	0.0	-2.0	1.0	-2.0	-2.0	1.0	0.0		2.0									2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	5.0	5.0	10 minutter 50 sekunder
318	12563000	Y	45-60	O	K		Y		Jeg/meg	N				LG					Lesbisk/homofil	N												I			1.0	N		3-11 måneder siden	1-2 ganger		Y	N	1.0	1.0	1.0	1.0	-1.0	0.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	2.0	2.0		2.0	2.0	-2.0	-2.0	1.0	2.0	2.0	2.0	2.0	-2.0	1.0	-2.0	-2.0	2.0	-2.0	0.0	2.0									1	1	-1	1	1	0	1	0	0	-2	-2	-2	0	-2	-1	-2	2.0	7.0	57 minutter 55 sekunder
319	12563014	Y	30-44	T	K		Y		Hun/henne	N					Q				Panseksuell	N										Y					2.0	U	Har noen psykiatriske diagnoser og er ufør som følge av dette	Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	Y	2.0	2.0	2.0	2.0	1.0	0.0	-2.0	-1.0	-2.0	2.0	N	N	Y_Pos				Y_Pos				2.0	-1.0		2.0	1.0		-2.0	1.0	2.0	2.0	2.0	1.0	-2.0	1.0	-2.0	-2.0	2.0	-1.0	1.0	2.0									2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	5.0	7.0	29 minutter 43 sekunder
320	12563085	Y	16-29	O	IB		N		hen/hens og de/dem	N			Bi							Y			Bi									I			2.0	N		Mindre enn 3 måneder siden	10-19 ganger		Y	N	-1.0	-2.0	-1.0	-1.0	-1.0	2.0	-2.0	-2.0	0.0	2.0	Y	U				N				N	-1.0	-1.0		0.0	-2.0	-2.0	2.0	2.0	-2.0	1.0	2.0	-1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	-1.0									2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	6.0	5.0	24 minutter 17 sekunder
321	12563125	Y	16-29	T	K		Y		Hun/henne	N						Fluid			Bifil, men heller mot lesbisk	N												I	N		-1.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-1.0	-2.0	-2.0	-1.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	-1.0	2.0	-1.0		2.0	-2.0	1.0	-2.0	2.0		2.0	1.0	2.0	-2.0	1.0	1.0	1.0	1.0	1.0									1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	5.0	6.0	22 minutter 14 sekunder
322	12564072	U	16-29	O	M	Mann	NONE	Jeg er mann født som biologisk kvinne	Han	N		Het								N														U	-2.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-2.0	2.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	4.0	7 minutter 35 sekunder
323	12564241	Y	16-29	O	M		N		han	N	Ace									Y		Het											N		1.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	1.0	0.0	-1.0	0.0	1.0	-2.0	-1.0	-2.0	2.0	U	N	Y_Pos							N	1.0	-1.0		2.0	-2.0	-1.0	-1.0	2.0	1.0	1.0	1.0	2.0	-2.0	2.0	1.0	-1.0	2.0	1.0	-2.0	2.0									2	2	2	2	2	0	2	2	2	2	1	2	2	2	2	2	7.0	5.0	29 minutter 25 sekunder
324	12564462	Y	16-29	O	K		Y		Hun/henne	N			Bi							N												I			1.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer		Y	Y	-1.0	-2.0	0.0	-1.0	0.0	1.0	-1.0	-1.0	-1.0	2.0	N	N			U				U		2.0	1.0		2.0	1.0	-2.0	0.0	2.0	1.0	2.0	2.0	0.0	-2.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0									2	2	2	2	2	2	2	1	1	0	0	0	0	-1	2	0	4.0	6.0	27 minutter 18 sekunder
325	12565241	Y	16-29	O	K		Y		Hun/henne	N			Bi						Queer bifil	N													N		1.0	N		3-11 måneder siden	6-9 ganger	Y	N	N	-1.0	-2.0	-2.0	-1.0	0.0	-1.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0	4.0	12 minutter 4 sekunder
326	12566452	Y	16-29	O	K		Y		hun/henne	N			Bi						bifil	N											S	I			-1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	0.0	0.0	0.0	0.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0	1.0	-1.0		1.0	1.0	2.0	2.0	2.0	-1.0	1.0	-2.0	1.0	2.0	-1.0		2.0									1	1	1	1	1	2	1	-1	1	-2	-2	-2	-2	-1	1	-1	3.0	5.0	6 minutter 45 sekunder
327	12566806	Y	16-29	O	IB	Ikkebinær	N		De/dem, hen/han	N			Bi						Panfil	SU	Aro		Bi							Y					1.0	U	Add	Mindre enn 3 måneder siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	-1.0	-2.0	-1.0	1.0	U	Y			U				U	N	-2.0	-1.0		1.0	-2.0	-2.0	2.0	2.0	-2.0	1.0	-1.0	-2.0	-1.0	2.0	1.0	1.0	1.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	6.0	3.0	8 minutter 43 sekunder
328	12566954	Y	16-29	O	K		Y		Hun/henne	N			Bi		Q					N										Y					2.0	N		Mindre enn 3 måneder siden	10-19 ganger	N	N	N	-1.0	0.0	1.0	-1.0	0.0	1.0	-2.0	-1.0	-2.0	1.0	N	Y			U				U		2.0	-1.0		-1.0	1.0	-1.0	-2.0	1.0	0.0	2.0	1.0	2.0	-2.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0									2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	6.0	6.0	14 minutter 16 sekunder
329	12569762	Y	30-44	O	K	kvinne, ciskvinne	Y		hun/henne	N			Bi		Q				skeiv	N												I			2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	-2.0	2.0	N	N	Y_Pos							N	2.0	1.0		0.0	2.0	-2.0	-2.0	2.0	2.0	2.0	2.0	2.0	-2.0	2.0	1.0	1.0	1.0	0.0	0.0	2.0									2	2	2	2	2	0	2	2	1	2	2	2	2	2	2	2	5.0	6.0	20 minutter 26 sekunder
330	12570172	Y	45-60	T	K		Y		Hun/henne	N				LG	Q					N										Y					2.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	Y	1.0	0.0	0.0	-2.0	0.0	0.0	-2.0	0.0	-2.0	1.0	U	U				N				N	-1.0	-1.0	-1.0	-1.0	-2.0	-2.0	1.0	2.0	-1.0	2.0	2.0	2.0	-1.0	1.0	-2.0	-1.0	1.0	1.0	0.0	2.0									2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	5.0	5.0	25 minutter 42 sekunder
331	12570823	Y	30-44	O	K		Y		hun/henne	N				LG	Q					N											S	I			2.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer		Y	N	-1.0	-1.0	-1.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0	-1.0	-2.0	-1.0	2.0	-1.0	1.0	1.0	2.0	-1.0	2.0	-2.0	-2.0	1.0	2.0	-2.0	1.0									2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	7.0	2.0	26 minutter 28 sekunder
332	12571033	Y	45-60	O	M	Homo	Y		Han	N				LG					Homofil	N										Y					2.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-1.0	-2.0	-2.0	1.0	N	N				N			U		2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	2.0	0.0	-2.0	0.0	0.0	-2.0	2.0	0.0	0.0	2.0									-1	0	1	-1	-1	1	1	1	1	0	0	0	-1	-1	2	0	6.0	4.0	15 minutter 40 sekunder
333	12571055	Y	16-29	O	M	Gutt/herre (ftm)	N		Han	N			Bi		Q				Bifil og transkjønnet	Y			Bi		Q				Biseksuel	Y	S				2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	Y	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	-2.0	0.0	1.0	N	N			U				U		-1.0	-1.0	-1.0	1.0	0.0	1.0	1.0	2.0	-1.0	-1.0	1.0	1.0	-1.0	1.0	1.0	2.0	2.0	2.0	1.0	-1.0									2	2	2	2	2	1	1	1	0	2	2	2	2	0	1	-1	6.0	2.0	18 minutter 37 sekunder
334	12571582	Y	30-44	O	M		Y		Han	N				LG						Y						Fluid						I			0.0	N		Mindre enn 3 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	0.0	-2.0	-2.0	-1.0	-2.0	-2.0	-1.0	0.0	N	U			U				U		-1.0	-1.0		-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	1.0	-1.0	2.0	0.0	1.0	2.0	1.0									1	1	0	1	2	1	-1	1	2	-2	-2	-2	1	-2	2	1	6.0	3.0	14 minutter 22 sekunder
335	12572383	Y	30-44	N	K		Y		Hun	N		Het		LG	Q					N										Y					-1.0	N		1-3 år siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	-1.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	1.0	-2.0	-2.0	0.0	2.0	2.0	2.0	-2.0	1.0	-2.0	-2.0	0.0	0.0	0.0	2.0									2	2	2	2	2	2	1	-1	0	0	1	0	1	0	2	2	5.0	5.0	12 minutter 7 sekunder
